,tail_num,manufacturer,model
3312,N706PS,BOMBARDIER INC,CL-600-2C10
3313,N564NN,BOMBARDIER INC,CL-600-2D24
3314,N77539,BOEING,737-800
3315,N3755D,BOEING,737-832
3316,N676CA,BOMBARDIER INC,CL-600-2D24
3317,N195PQ,BOMBARDIER INC,CL-600-2D24
3318,N308PQ,BOMBARDIER INC,CL-600-2D24
3319,N293PQ,BOMBARDIER INC,CL-600-2D24
3320,N840AY,BOMBARDIER INC,CL-600-2B19
3321,N513AE,BOMBARDIER INC,CL-600-2C10
3322,N540EA,GRUMMAN,G-1159
3323,N708PS,BOMBARDIER INC,CL-600-2C10
3324,N188AN,BOEING,757-223
3325,N128AN,AIRBUS,A321-231
3326,N385AM,BOEING,767-323
3327,N176AA,BOEING,757-223
3328,N929NN,BOEING,737-823
3329,N342AN,BOEING,767-323
3330,N704US,AIRBUS INDUSTRIE,A319-112
3331,N206JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR
3332,N203JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR
3333,N202JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR
3334,N211JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR
3335,N824MD,EMBRAER,ERJ 170-100SU
3336,N216JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR
3337,N303DQ,BOEING,737-732
3338,N808DN,BOEING,737-932ER
3339,N379DA,BOEING,737-832
3340,N584JB,AIRBUS,A320-232
3341,N237PS,BOMBARDIER INC,CL-600-2B19
3342,N968TW,MCDONNELL DOUGLAS,DC-9-83(MD-83)
3343,N9630A,MCDONNELL DOUGLAS AIRCRAFT CO,MD 83
3344,N9624T,MCDONNELL DOUGLAS,DC-9-83(MD-83)
3345,N963AN,BOEING,737-823
3346,N9015D,AIRBUS,A319-115
3347,N307FR,AIRBUS,A320-251N
3348,N310FR,AIRBUS,A320-251N
3349,N316FR,AIRBUS,A320-251N
3350,N318FR,AIRBUS,A320-251N
3351,N795UA,BOEING,777-222
3352,N582CA,BOMBARDIER INC,CL-600-2D24
3353,N260AK,BOEING,737-990ER
3354,N659JB,AIRBUS,A320-232
3355,N760JB,AIRBUS,A320-232
3356,N753US,AIRBUS INDUSTRIE,A319-112
3357,N744P,AIRBUS INDUSTRIE,A319-112
3358,N809AW,AIRBUS INDUSTRIE,A319-132
3359,N806AA,BOEING,787-8
3360,N236FR,AIRBUS,A320-214
3361,N331FR,AIRBUS,A320-251N
3362,N17122,BOEING,757-224
3363,N237AK,BOEING,737-990ER
3364,N910XJ,BOMBARDIER INC,CL-600-2D24
3365,N310PQ,BOMBARDIER INC,CL-600-2D24
3366,N539EA,BOMBARDIER INC,CL-600-2C10
3367,N545PB,BOMBARDIER INC,CL-600-2C10
3368,N691AA,BOEING,757-223
3369,N969TW,MCDONNELL DOUGLAS,DC-9-83(MD-83)
3370,N350AN,BOEING,767-323
3371,N120EE,AIRBUS INDUSTRIE,A321-231
3372,N732US,AIRBUS INDUSTRIE,A319-112
3373,N708UW,AIRBUS INDUSTRIE,A319-112
3374,N86534,BOEING,737-824
3375,N791UA,BOEING,777-222
3376,N654NK,AIRBUS,A320-232
3377,N9622A,MCDONNELL DOUGLAS,DC-9-83(MD-83)
3378,N9615W,MCDONNELL DOUGLAS,DC-9-83(MD-83)
3379,N9011P,AIRBUS,A319-115
3380,N9018E,AIRBUS,A319-115
3381,N93003,AIRBUS,A319-115
3382,N716FR,AIRBUS,A321-211
3383,N798UA,BOEING,777-222
3384,N146AA,AIRBUS,A321-231
3385,N812AA,BOEING,787-8
3386,N819AN,BOEING,787-8
3387,N718FR,AIRBUS,A321-211
3388,N3735D,BOEING,737-832
3389,N284VA,AIRBUS,A320-214
3390,N3764D,BOEING,737-832
3391,N296PQ,BOMBARDIER INC,CL-600-2D24
3392,N292PQ,BOMBARDIER INC,CL-600-2D24
3393,N547NN,BOMBARDIER INC,CL-600-2D24
3394,N631SK,BOMBARDIER INC,CL-600-2C10
3395,N632SK,BOMBARDIER INC,CL-600-2C10
3396,N124AA,AIRBUS,A321-231
3397,N195AN,BOEING,757-223
3398,N855AE,EMBRAER,EMB-135KL
3399,N949AN,BOEING,737-823
3400,N947AN,BOEING,737-823
3401,N158AN,AIRBUS,A321-231
3402,N711FR,AIRBUS,A321-211
3403,N195DN,BOEING,767-332
3404,N306PQ,BOMBARDIER INC,CL-600-2D24
3405,N826AW,AIRBUS INDUSTRIE,A319-132
3406,N830AW,AIRBUS INDUSTRIE,A319-132
3407,N802AN,BOEING,787-8
3408,N385DN,BOEING,737-832
3409,N891AA,BEECH,C90A
3410,N650AW,AIRBUS INDUSTRIE,A320-232
3411,N861DN,BOEING,737-932ER
3412,N317US,AIRBUS INDUSTRIE,A320-211
3413,N826DN,BOEING,737-932ER
3414,N397DA,BOEING,737-832
3415,N333NW,AIRBUS INDUSTRIE,A320-211
3416,N3730B,BOEING,737-832
3417,N309DE,BOEING,737-732
3418,N69063,BOEING,767-424ER
3419,N888AA,PILATUS AIRCRAFT LTD,PC-12/47E
3420,N874AA,BOEING,727-223
3421,N304DQ,BOEING,737-732
3422,N3768,BOEING,737-832
3423,N153PQ,BOMBARDIER INC,CL-600-2D24
3424,N717EV,BOMBARDIER INC,CL-600-2C10
3425,N724EV,BOMBARDIER INC,CL-600-2C10
3426,N3761R,BOEING,737-832
3427,N3737C,BOEING,737-832
3428,N306DQ,BOEING,737-732
3429,N816DN,BOEING,737-932ER
3430,N391CA,BOMBARDIER INC,CL-600-2C10
3431,N222UA,BOEING,777-222
3432,N67052,BOEING,767-424ER
3433,N334NW,AIRBUS INDUSTRIE,A320-212
3434,N368NW,AIRBUS INDUSTRIE,A320-212
3435,N3753,BOEING,737-832
3436,N3738B,BOEING,737-832
3437,N326US,AIRBUS INDUSTRIE,A320-211
3438,N824DN,BOEING,737-932ER
3439,N304DN,AIRBUS,A321-211
3440,N486AS,BOEING,737-990ER
3441,N389DA,BOEING,737-832
3442,N396DA,BOEING,737-832
3443,N374DA,BOEING,737-832
3444,N329NW,AIRBUS INDUSTRIE,A320-211
3445,N3746H,BOEING,737-832
3446,N399DA,BOEING,737-832
3447,N713EV,BOMBARDIER INC,CL-600-2C10
3448,N744EV,BOMBARDIER INC,CL-600-2C10
3449,N353NW,AIRBUS INDUSTRIE,A320-212
3450,N3763D,BOEING,737-832
3451,N395DN,BOEING,737-832
3452,N302DQ,BOEING,737-732
3453,N741EV,BOMBARDIER INC,CL-600-2C10
3454,N707EV,BOMBARDIER INC,CL-600-2C10
3455,N740UW,AIRBUS INDUSTRIE,A319-112
3456,N775JB,AIRBUS,A320-232
3457,N646JB,AIRBUS,A320-232
3458,N3732J,BOEING,737-832
3459,N393DA,BOEING,737-832
3460,N19141,BOEING,757-224
3461,N700UW,AIRBUS INDUSTRIE,A319-112
3462,N387DA,BOEING,737-832
3463,N832DN,BOEING,737-932ER
3464,N649AW,AIRBUS INDUSTRIE,A320-232
3465,N3744F,BOEING,737-832
3466,N754EV,BOMBARDIER INC,CL-600-2C10
3467,N900PC,BOEING,757-26D
3468,N391DA,BOEING,737-832
3469,N3759,BOEING,737-832
3470,N305DQ,BOEING,737-732
3471,N758EV,BOMBARDIER INC,CL-600-2C10
3472,N737US,AIRBUS INDUSTRIE,A319-112
3473,N657AW,AIRBUS INDUSTRIE,A320-232
3474,N845DN,BOEING,737-932ER
3475,N354NW,AIRBUS INDUSTRIE,A320-212
3476,N310DE,BOEING,737-732
3477,N330NW,AIRBUS INDUSTRIE,A320-211
3478,N666UA,BOEING,767-322
3479,N738EV,BOMBARDIER INC,CL-600-2C10
3480,N379AA,BOEING,767-323
3481,N847DN,BOEING,737-932ER
3482,N878AA,SIKORSKY,EH-60A
3483,N580JB,AIRBUS,A320-232
3484,N3771K,BOEING,737-832
3485,N606LR,BOMBARDIER INC,CL-600-2D24
3486,N607LR,BOMBARDIER INC,CL-600-2D24
3487,N809DN,BOEING,737-932ER
3488,N633AE,EMBRAER,EMB-145LR
3489,N649UA,BOEING,767-322
3490,N519JB,AIRBUS INDUSTRIE,A320-232
3491,N672UA,BOEING,767-322
3492,N859DN,BOEING,737-932ER
3493,N271NN,EMBRAER S A,ERJ 170-200 LR
3494,N284JN,EMBRAER S A,ERJ 170-200 LR
3495,N618AE,EMBRAER,EMB-145LR
3496,N283NN,EMBRAER S A,ERJ 170-200 LR
3497,N281NN,EMBRAER S A,ERJ 170-200 LR
3498,N278NN,EMBRAER S A,ERJ 170-200 LR
3499,N282NN,EMBRAER S A,ERJ 170-200 LR
3500,N622AE,EMBRAER,EMB-145LR
3501,N612AE,EMBRAER,EMB-145
3502,N267NN,EMBRAER S A,ERJ 170-200 LR
3503,N619AE,EMBRAER,EMB-145LR
3504,N606AE,EMBRAER,EMB-145LR
3505,N286NN,EMBRAER S A,ERJ 170-200 LR
3506,N611AE,EMBRAER,EMB-145
3507,N843AE,EMBRAER,EMB-135KL
3508,N605KS,EMBRAER,EMB-145LR
3509,N835AE,EMBRAER,EMB-135KL
3510,N272NN,EMBRAER S A,ERJ 170-200 LR
3511,N289MW,EMBRAER S A,ERJ 170-200 LR
3512,N264NN,EMBRAER S A,ERJ 170-200 LR
3513,N273NN,EMBRAER S A,ERJ 170-200 LR
3514,N265NN,EMBRAER S A,ERJ 170-200 LR
3515,N266NN,EMBRAER S A,ERJ 170-200 LR
3516,N287NN,EMBRAER S A,ERJ 170-200 LR
3517,N276NN,EMBRAER S A,ERJ 170-200 LR
3518,N831AE,EMBRAER,EMB-135KL
3519,N812AE,EMBRAER,EMB-135KL
3520,N813AE,EMBRAER,EMB-135KL
3521,N616AE,EMBRAER,EMB-145LR
3522,N613AE,EMBRAER,EMB-145
3523,N268NN,EMBRAER S A,ERJ 170-200 LR
3524,N826AE,EMBRAER,EMB-135KL
3525,N806AE,EMBRAER,EMB-135KL
3526,N848AE,EMBRAER,EMB-135KL
3527,N800AE,EMBRAER,EMB-135KL
3528,N615AE,EMBRAER,EMB-145LR
3529,N858AE,EMBRAER,EMB-135KL
3530,N610AE,EMBRAER,EMB-145
3531,N280NN,EMBRAER S A,ERJ 170-200 LR
3532,N607AE,EMBRAER,EMB-145
3533,N288NN,EMBRAER S A,ERJ 170-200 LR
3534,N269NN,EMBRAER S A,ERJ 170-200 LR
3535,N270NN,EMBRAER S A,ERJ 170-200 LR
3536,N766US,AIRBUS INDUSTRIE,A319-112
3537,N771XF,AIRBUS,A319-112
3538,N768US,AIRBUS INDUSTRIE,A319-112
3539,N774XF,AIRBUS,A319-112
3540,N763US,AIRBUS INDUSTRIE,A319-112
3541,N747UW,AIRBUS INDUSTRIE,A319-112
3542,N833AW,AIRBUS,A319-132
3543,N806AW,AIRBUS INDUSTRIE,A319-132
3544,N831AW,AIRBUS INDUSTRIE,A319-132
3545,N773AN,BOEING,777-223
3546,N816AW,AIRBUS INDUSTRIE,A319-132
3547,N824AW,AIRBUS INDUSTRIE,A319-132
3548,N757UW,AIRBUS INDUSTRIE,A319-112
3549,N680AW,AIRBUS,A320-232
3550,N749US,AIRBUS INDUSTRIE,A319-112
3551,N824AN,BOEING,787-9
3552,N834AA,BOEING,787-9
3553,N778XF,AIRBUS,A319-112
3554,N9029F,AIRBUS,A319-115
3555,N696NK,AIRBUS,A320-232
3556,N905NK,AIRBUS,A320-271N
3557,N926NK,AIRBUS,A320-271N
3558,N925NK,AIRBUS,A320-271N
3559,N916NK,AIRBUS,A320-271N
3560,N912NK,AIRBUS,A320-271N
3561,N1902U,AIRBUS,A320-232
3562,N66056,BOEING,767-424ER
3563,N871UA,AIRBUS,A319-132
3564,N606SK,BOMBARDIER INC,CL-600-2C10
3565,N265AK,BOEING,737-900ER
3566,N320DN,AIRBUS,A321-211
3567,N326DN,AIRBUS,A321-211
3568,N608UX,EMBRAER S A,ERJ 170-200 LL
3569,N616UX,EMBRAER S A,ERJ 170-200 LL
3570,N617UX,EMBRAER S A,ERJ 170-200 LL
3571,N615UX,EMBRAER S A,ERJ 170-200 LL
3572,N620UX,EMBRAER S A,ERJ 170-200 LL
3573,N607UX,EMBRAER S A,ERJ 170-200 LL
3574,N605UX,EMBRAER S A,ERJ 170-200 LL
3575,N613UX,EMBRAER S A,ERJ 170-200 LL
3576,N618UX,EMBRAER S A,ERJ 170-200 LL
3577,N602UX,EMBRAER S A,ERJ 170-200 LL
3578,N619UX,EMBRAER S A,ERJ 170-200 LL
3579,N601UX,EMBRAER S A,ERJ 170-200 LL
3580,N614UX,EMBRAER S A,ERJ 170-200 LL
3581,N611UX,EMBRAER S A,ERJ 170-200 LL
3582,N610UX,EMBRAER S A,ERJ 170-200 LL
3583,N603UX,EMBRAER S A,ERJ 170-200 LL
3584,N621UX,EMBRAER S A,ERJ 170-200 LL
3585,N606UX,EMBRAER S A,ERJ 170-200 LL
3586,N622UX,EMBRAER S A,ERJ 170-200 LL
3587,N623UX,EMBRAER S A,ERJ 170-200 LL
3588,N612UX,EMBRAER S A,ERJ 170-200 LL
3589,N604UX,EMBRAER S A,ERJ 170-200 LL
3590,N609UX,EMBRAER S A,ERJ 170-200 LL
3591,N808AN,BOEING,787-8
3592,N8839E,BOMBARDIER INC,CL-600-2B19
3593,N686BR,BOMBARDIER INC,CL-600-2B19
3594,N980EV,BOMBARDIER INC,CL-600-2B19
3595,N354CA,BOMBARDIER INC,CL-600-2C10
3596,N669CA,BOMBARDIER INC,CL-600-2C10
3597,N877UA,AIRBUS,A319-132
3598,N36962,BOEING,787-9
3599,N878UA,AIRBUS,A319-132
3600,N773UA,BOEING,777-222
3601,N343FR,AIRBUS,A320-251N
3602,N354FR,AIRBUS,A320-251N
3603,N221PS,BOMBARDIER INC,CL-600-2B19
3604,N860AS,BOMBARDIER INC,CL-600-2B19
3605,N466SW,BOMBARDIER INC,CL-600-2B19
3606,N750EV,BOMBARDIER INC,CL-600-2C10
3607,N246PS,BOMBARDIER INC,CL-600-2B19
3608,N324DX,AIRBUS,A321-211
3609,N375DN,AIRBUS,A321-211
3610,N312DN,AIRBUS,A321-211
3611,N317DN,AIRBUS,A321-211
3612,N828AA,BOEING,787-9
3613,N833AA,BOEING,787-9
3614,N316PQ,BOMBARDIER INC,CL-600-2D24
3615,N8891A,BOMBARDIER INC,CL-600-2B19
3616,N927EV,BOMBARDIER INC,CL-600-2B19
3617,N8908D,BOMBARDIER INC,CL-600-2B19
3618,N8877A,BOMBARDIER INC,CL-600-2B19
3619,N981EV,BOMBARDIER INC,CL-600-2B19
3620,N8869B,BOMBARDIER INC,CL-600-2B19
3621,N240JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR
3622,N235JQ,EMBRAER,ERJ 170-200 LR
3623,N243JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR
3624,N217JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR
3625,N233JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR
3626,N227JQ,EMBRAER,ERJ 170-200 LR
3627,N242JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR
3628,N244JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR
3629,N218JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR
3630,N867RW,EMBRAER,ERJ 170-100SU
3631,N78001,BOEING,777-224
3632,N215AK,BOEING,737-900ER
3633,N334DN,AIRBUS,A321-211
3634,N301DV,AIRBUS,A321-211
3635,N274NN,EMBRAER S A,ERJ 170-200 LR
3636,N852AE,EMBRAER,EMB-135KL
3637,N825AA,BOEING,787-9
3638,N9012,AIRBUS,A319-115
3639,N9025B,AIRBUS,A319-115
3640,N4032T,AIRBUS,A319-115
3641,N773XF,AIRBUS,A319-112
3642,N660AW,AIRBUS INDUSTRIE,A320-232
3643,N410AN,AIRBUS,A321-253NX
3644,N906NK,AIRBUS,A320-271N
3645,N693NK,AIRBUS,A320-232
3646,N921NK,AIRBUS,A320-271N
3647,N655NK,AIRBUS,A320-232
3648,N913NK,AIRBUS,A320-271N
3649,N918NK,AIRBUS,A320-271N
3650,N903NK,AIRBUS,A320-271N
3651,N536NK,AIRBUS INDUSTRIE,A319-132
3652,N535NK,AIRBUS INDUSTRIE,A319-132
3653,N692NK,AIRBUS,A320-232
3654,N691NK,AIRBUS,A320-232
3655,N881UA,AIRBUS,A319-132
3656,N338FR,AIRBUS,A320-251N
3657,N722FR,AIRBUS,A321-211
3658,N332FR,AIRBUS,A320-251N
3659,N353FR,AIRBUS,A320-251N
3660,N721FR,AIRBUS,A321-211
3661,N342FR,AIRBUS,A320-251N
3662,N723FR,AIRBUS,A321-211
3663,N880AS,BOMBARDIER INC,CL-600-2B19
3664,N611SK,BOMBARDIER INC,CL-600-2C10
3665,N323NB,AIRBUS INDUSTRIE,A319-114
3666,N275NN,EMBRAER S A,ERJ 170-200 LR
3667,N804AN,BOEING,787-8
3668,N815AW,AIRBUS INDUSTRIE,A319-132
3669,N831AA,BOEING,787-9
3670,N656NK,AIRBUS,A320-232
3671,N907NK,AIRBUS,A320-271N
3672,N694NK,AIRBUS,A320-232
3673,N856AS,BOMBARDIER INC,CL-600-2B19
3674,N292AK,BOEING,737-900ER
3675,N322DN,AIRBUS,A321-211
3676,N776DE,BOEING,737-8EH
3677,N356DN,AIRBUS,A321-211
3678,N815AA,BOEING,787-8
3679,N924EV,BOMBARDIER INC,CL-600-2B19
3680,N819AY,BOMBARDIER INC,CL-600-2B19
3681,N367CA,BOMBARDIER INC,CL-600-2C10
3682,N77535,BOEING,737-824
3683,N879UA,AIRBUS,A319-132
3684,N596UA,BOEING,757-222
3685,N335FR,AIRBUS,A320-251N
3686,N339FR,AIRBUS,A320-251N
3687,N857AS,BOMBARDIER INC,CL-600-2B19
3688,N348DN,AIRBUS,A321-211
3689,N398DA,BOEING,737-832
3690,N387DN,AIRBUS,A321-211
3691,N314DN,AIRBUS,A321-211
3692,N351DN,AIRBUS,A321-211
3693,N944AN,BOEING,737-823
3694,N181PQ,BOMBARDIER INC,CL-600-2D24
3695,N320PQ,BOMBARDIER INC,CL-600-2D24
3696,N8683B,BOMBARDIER INC,CL-600-2B19
3697,N836AY,BOMBARDIER INC,CL-600-2B19
3698,N879RW,EMBRAER,ERJ 170-100 LR
3699,N231JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR
3700,N245JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR
3701,N209JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR
3702,N239JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR
3703,N246JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR
3704,N293AK,BOEING,737-900ER
3705,N339DN,AIRBUS,A321-211
3706,N368DN,AIRBUS,A321-211
3707,N827AN,BOEING,787-9
3708,N826AN,BOEING,787-9
3709,N9004F,AIRBUS,A319-115
3710,N347AN,BOEING,767-323
3711,N347FR,AIRBUS,A320-251N
3712,N358FR,AIRBUS,A320-251N
3713,N279MQ,EMBRAER S A,ERJ 170-200 LR
3714,N623AE,EMBRAER,EMB-145LR
3715,N776XF,AIRBUS,A319-112
3716,N823AN,BOEING,787-9
3717,N836AA,BOEING,787-9
3718,N917NK,AIRBUS,A320-271N
3719,N920NK,AIRBUS,A320-271N
3720,N861AS,BOMBARDIER INC,CL-600-2B19
3721,N223JS,BOMBARDIER INC,CL-600-2B19
3722,N294AK,BOEING,737-900ER
3723,N272AK,BOEING,737-900ER
3724,N331CA,BOMBARDIER INC,CL-600-2C10
3725,N876UA,AIRBUS,A319-132
3726,N206UA,BOEING,777-222
3727,N337DN,AIRBUS,A321-211
3728,N336DX,AIRBUS,A321-211
3729,N840AN,BOEING,787-9
3730,N304PQ,BOMBARDIER INC,CL-600-2D24
3731,N8775A,BOMBARDIER INC,CL-600-2B19
3732,N357FC,EMBRAER,ERJ 170-100SU
3733,N236JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR
3734,N860RW,EMBRAER,ERJ 170-100 SE
3735,N241JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR
3736,N69059,BOEING,767-424ER
3737,N778UA,BOEING,777-222
3738,N297AK,BOEING,737-900ER
3739,N392DN,AIRBUS,A321-211
3740,N352DN,AIRBUS,A321-211
3741,N394DX,AIRBUS,A321-211
3742,N382DN,AIRBUS,A321-211
3743,N803AE,EMBRAER,EMB-135KL
3744,N821AN,BOEING,787-9
3745,N924NK,AIRBUS,A320-271N
3746,N337FR,AIRBUS,A320-251N
3747,N334FR,AIRBUS,A320-251N
3748,N367DN,AIRBUS,A321-211
3749,N917DU,BOEING,737-900ER
3750,N800AN,BOEING,787-8
3751,N804AW,AIRBUS INDUSTRIE,A319-132
3752,N756US,AIRBUS INDUSTRIE,A319-112
3753,N761AJ,BOEING,777-223
3754,N775XF,AIRBUS,A319-112
3755,N839AA,BOEING,787-9
3756,N404AN,AIRBUS,A321-253NX
3757,N8009T,AIRBUS,A319-115
3758,N9013A,AIRBUS,A319-115
3759,N915NK,AIRBUS,A320-271N
3760,N590UA,BOEING,757-222
3761,N12012,BOEING,787-10
3762,N216UA,BOEING,777-222
3763,N290AK,BOEING,737-900ER
3764,N282AK,BOEING,737-900ER
3765,N298AK,BOEING,737-900ER
3766,N368CA,BOMBARDIER INC,CL-600-2C10
3767,N390CA,BOMBARDIER INC,CL-600-2C10
3768,N2251U,BOEING,777-300ER
3769,N311FR,AIRBUS,A320-251N
3770,N348FR,AIRBUS,A320-251N
3771,N398DN,AIRBUS,A321-211
3772,N3748Y,BOEING,737-832
3773,N342DN,AIRBUS,A321-211
3774,N841AN,BOEING,787-9
3775,N8946A,BOMBARDIER INC,CL-600-2B19
3776,N230JQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR
3777,N361DN,AIRBUS,A321-211
3778,N329DN,AIRBUS,A321-211
3779,N331DN,AIRBUS,A321-211
3780,N820AL,BOEING,787-9
3781,N829AN,BOEING,787-9
3782,N979AN,BOEING,737-823
3783,N8031M,AIRBUS,A319-115
3784,N9017P,AIRBUS,A319-115
3785,N923NK,AIRBUS,A320-271N
3786,N690NK,AIRBUS,A320-232
3787,N512UA,BOEING,757-222
3788,N350FR,AIRBUS,A320-251N
3789,N346FR,AIRBUS,A320-251N
3790,N378DA,BOEING,737-832
3791,N360DN,AIRBUS,A321-211
3792,N757AN,BOEING,777-223
3793,N177XF,AIRBUS,A319-112
3794,N66051,BOEING,767-424ER
3795,N393DN,AIRBUS SAS,A321-211
3796,N181GJ,BOMBARDIER INC,CL-600-2D24
3797,N668CA,BOMBARDIER INC,CL-600-2C10
3798,N376DA,BOEING,737-832
3799,N319DN,AIRBUS,A321-211
3800,N355DN,AIRBUS,A321-211
3801,N309DN,AIRBUS,A321-211
3802,N335DN,AIRBUS,A321-211
3803,N531JL,AIRBUS INDUSTRIE,A320-232
3804,N9002U,AIRBUS,A319-115
3805,N904NK,AIRBUS,A320-271N
3806,N698NK,AIRBUS,A320-232
3807,N588UA,BOEING,757-222
3808,N686UA,BOEING,767-3CB
3809,N809AA,BOEING,787-8
3810,N214AK,BOEING,737-900ER
3811,N383DZ,AIRBUS,A321-211
3812,N772XF,AIRBUS,A319-112
3813,N881AS,BOMBARDIER INC,CL-600-2B19
3814,N294PQ,BOMBARDIER INC,CL-600-2D24
3815,N78017,BOEING,777-224
3816,N526JL,AIRBUS INDUSTRIE,A320-232
3817,N665AW,AIRBUS INDUSTRIE,A320-232
3818,N346AN,BOEING,767-323
3819,N695NK,AIRBUS,A320-232
3820,N502UA,BOEING,757-222
3821,N352FR,AIRBUS SAS,A320-251N
3822,N356FR,AIRBUS,A320-251N
3823,N361FR,AIRBUS,A320-251N
3824,N349FR,AIRBUS,A320-251N
3825,N365FR,AIRBUS,A320-251N
3826,N369DN,AIRBUS,A321-211
3827,N851AE,EMBRAER,EMB-135KL
3828,N919NK,AIRBUS,A320-271N
3829,N386DN,AIRBUS SAS,A321-211
3830,N875AS,BOMBARDIER INC,CL-600-2B19
3831,N315PQ,BOMBARDIER INC,CL-600-2D24
3832,N349DX,AIRBUS,A321-211
3833,N377DN,AIRBUS,A321-211
3834,N527JL,AIRBUS INDUSTRIE,A320-232
3835,N786AN,BOEING,777-223
3836,N336FR,AIRBUS,A320-251N
3837,N308DN,AIRBUS,A321-211
3838,N310DN,AIRBUS,A321-211
3839,N669DN,BOEING,757-232
3840,N689DL,BOEING,757-232
3841,N779CA,BOMBARDIER INC,CL-600-2B19
3842,N487CA,BOMBARDIER INC,CL-600-2B19
3843,N662DN,BOEING,757-232
3844,N697DL,BOEING,757-232
3845,N6705Y,BOEING,757-232
3846,N690DL,BOEING,757-232
3847,N68061,BOEING,767-424ER
3848,N8965E,BOMBARDIER INC,CL-600-2B19
3849,N441SW,BOMBARDIER INC,CL-600-2B19
3850,N663DN,BOEING,757-232
3851,N344NW,AIRBUS INDUSTRIE,A320-212
3852,N651DL,BOEING,757-232
3853,N666DN,BOEING,757-232
3854,N6709,BOEING,757-232
3855,N6704Z,BOEING,757-232
3856,N673DL,BOEING,757-232
3857,N6713Y,BOEING,757-232
3858,N682DA,BOEING,757-232
3859,N680DA,BOEING,757-232
3860,N665DN,BOEING,757-232
3861,N6707A,BOEING,757-232
3862,N448SW,BOMBARDIER INC,CL-600-2B19
3863,N654DL,BOEING,757-232
3864,N660DL,BOEING,757-232
3865,N698DL,BOEING,757-232
3866,N630JB,AIRBUS,A320-232
3867,N658DL,BOEING,757-232
3868,N6710E,BOEING,757-232
3869,N6703D,BOEING,757-232
3870,N948UW,EMBRAER,ERJ 190-100 IGW
3871,N676DL,BOEING,757-232
3872,N959UW,EMBRAER,ERJ 190-100 IGW
3873,N6706Q,BOEING,757-232
3874,N283VA,AIRBUS,A320-214
3875,N792UA,BOEING,777-222
3876,N9620D,MCDONNELL DOUGLAS,DC-9-83(MD-83)
3877,N967TW,MCDONNELL DOUGLAS,DC-9-83(MD-83)
3878,N963TW,MCDONNELL DOUGLAS,DC-9-83(MD-83)
3879,N273SY,EMBRAER S A,ERJ 170-200 LL
3880,N272SY,EMBRAER S A,ERJ 170-200 LL
3881,N274SY,EMBRAER S A,ERJ 170-200 LL
3882,N37502,BOEING,737-9
3883,N372NW,AIRBUS INDUSTRIE,A320-212
3884,N834JB,AIRBUS,A320-232
3885,N608SK,BOMBARDIER INC,CL-600-2C10
3886,N433SW,BOMBARDIER INC,CL-600-2B19
3887,N914EV,BOMBARDIER INC,CL-600-2B19
3888,N2846U,BOEING,777-300ER
3889,N183AN,BOEING,757-223
3890,N510AE,BOMBARDIER INC,CL-600-2C10
3891,N9010R,AIRBUS,A319-115
3892,N5007E,AIRBUS,A319-115
3893,N381AN,BOEING,767-323
3894,N399AN,BOEING,767-323
3895,N348AN,BOEING,767-323
3896,N796UA,BOEING,777-222
3897,N805AW,AIRBUS INDUSTRIE,A319-132
3898,N9681B,MCDONNELL DOUGLAS,DC-9-83(MD-83)
3899,N9625W,MCDONNELL DOUGLAS,DC-9-83(MD-83)
3900,N3751B,BOEING,737-832
3901,N281VA,AIRBUS,A320-214
3902,N275SY,EMBRAER S A,ERJ 170-200 LL
3903,N784UA,BOEING,777-222
3904,N336PQ,BOMBARDIER INC,CL-600-2D24
3905,N519AE,BOMBARDIER INC,CL-600-2C10
3906,N502AE,BOMBARDIER INC,CL-600-2C10
3907,N710PS,BOMBARDIER INC,CL-600-2C10
3908,N260JS,BOMBARDIER INC,CL-600-2B19
3909,N919EV,BOMBARDIER INC,CL-600-2B19
3910,N26960,BOEING,787-9
