,tail_num,manufacturer,model
4527,N195SY,EMBRAER S A,ERJ 170-200 LR
4528,N182SY,EMBRAER S A,ERJ 170-200 LR
4529,N402AN,AIRBUS,A321-253NX
4530,N178SY,EMBRAER S A,ERJ 170-200 LR
4531,N198SY,EMBRAER S A,ERJ 170-200 LR
4532,N754AN,BOEING,777-223
4533,N402SY,EMBRAER S A,ERJ 170-200 LR
4534,N109DU,C SERIES AIRCRAFT LTD PTNRSP,BD-500-1A10
4535,N760AN,BOEING,777-223
4536,N45956,BOEING,787-9
4537,N952JB,AIRBUS,A321-231
4538,N12003,BOEING,787-10
4539,N577NN,BOMBARDIER INC,CL-600-2D24
4540,N590NN,BOMBARDIER INC,CL-600-2D24
4541,N226JS,BOMBARDIER INC,CL-600-2B19
4542,N870DN,BOEING,737-900ER
4543,N216PS,BOMBARDIER INC,CL-600-2B19
4544,N248PS,BOMBARDIER INC,CL-600-2B19
4545,N718AN,BOEING,777-323ER
4546,N853DN,BOEING,737-932ER
4547,N27503,BOEING,737-9
4548,N336RU,BOEING,737-8
4549,N771AN,BOEING,777-223
4550,N252SY,EMBRAER S A,ERJ 170-200 LR
4551,N175DZ,BOEING,767-332
4552,N945JB,BENHAM JOHN,DOMINATOR
4553,N767AA,HENDERSON THOMAS F,VANS RV-8
4554,N751AA,CESSNA,750
4555,N769AA,SIKORSKY,EH-60A
4556,N885AS,BOMBARDIER INC,CL-600-2B19
4557,N37508,BOEING,737-9
4558,N67058,BOEING,767-424ER
4559,N560NN,BOMBARDIER INC,CL-600-2D24
4560,N829SK,BOMBARDIER INC,CL-600-2D24
4561,N730AN,BOEING,777-323ER
4562,N550NN,BOMBARDIER INC,CL-600-2D24
4563,N784AN,BOEING,777-223
4564,N556NN,BOMBARDIER INC,CL-600-2D24
4565,N338RS,BOEING,737-8
4566,N580NN,BOMBARDIER INC,CL-600-2D24
4567,N693DL,BOEING,757-232
4568,N545US,BOEING,757-251
4569,N27959,BOEING,787-9
4570,N6700,BOEING,757-232
4571,N6711M,BOEING,757-232
4572,N206AA,CESSNA,U206F
4573,N566NN,BOMBARDIER INC,CL-600-2D24
4574,N12006,BOEING,787-10
4575,N256PS,BOMBARDIER INC,CL-600-2B19
4576,N13954,BOEING,787-9
4577,N19951,BOEING,787-9
4578,N2136U,BOEING,777-300ER
4579,N756AA,BEECH,35-33
4580,N889AS,BOMBARDIER INC,CL-600-2B19
4581,N203AA,CANADAIR LTD,CL-600-2B16
4582,N869DN,BOEING,737-900ER
4583,N777AN,BOEING,777-223
4584,N902DN,BOEING,737-900ER
4585,N916DU,BOEING,737-900ER
4586,N895DN,BOEING,737-900ER
4587,N924DZ,BOEING,737-900ER
4588,N911DQ,BOEING,737-900ER
4589,N873DN,BOEING,737-900ER
4590,N894DN,BOEING,737-900ER
4591,N910DU,BOEING,737-900ER
4592,N26966,BOEING,787-9
4593,N396DN,AIRBUS,A321-211
4594,N311DN,AIRBUS,A321-211
4595,N2016J,AIRBUS,A321-271NX
4596,N376CA,BOMBARDIER INC,CL-600-2C10
4597,N915DU,BOEING,737-900ER
4598,N364FR,AIRBUS,A320-251N
4599,N294SY,EMBRAER S A,ERJ 170-200 LR
4600,N345DN,AIRBUS,A321-211
4601,N12010,BOEING,787-10
4602,N810AE,EMBRAER,EMB-135KL
4603,N928DU,BOEING,737-900ER
4604,N298SY,EMBRAER S A,ERJ 170-200 LL
4605,N376DN,AIRBUS,A321-211
4606,N2017J,AIRBUS,A321-271NX
4607,N304RB,BOEING,737-8
4608,N755AN,BOEING,777-223
4609,N8646A,BOMBARDIER INC,CL-600-2B19
4610,N560UA,BOEING,757-222
4611,N67171,BOEING,757-232
4612,N26952,BOEING,787-9
4613,N29968,BOEING,787-9
4614,N950AA,BEECH,B-99
4615,N936EV,BOMBARDIER INC,CL-600-2B19
4616,N608DA,BOEING,757-232
4617,N884DN,BOEING,737-900ER
4618,N878AS,BOMBARDIER INC,CL-600-2B19
4619,N567NN,BOMBARDIER INC,CL-600-2D24
